ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,4,365,73,"8,754",73,0,0,0,0,0,458,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,5,"2,514",74,"60,341",74,0,0,0,0,0,586,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,6,"13,740",121,"329,748",121,0,0,0,0,"1,000",572,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,7,"15,323",357,"367,745",357,0,0,0,0,"1,512",754,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,8,"18,462",333,"443,088",333,0,0,0,0,"1,920",782,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,9,"18,147",341,"435,519",341,0,0,0,0,"1,847",957,"8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,10,"26,302",440,"554,823",440,0,0,0,0,"1,808",807,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,11,"16,745",566,"315,144",566,0,0,0,0,801,874,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,12,"3,011",134,"72,264",134,0,0,0,0,0,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2020,"167,290","3,144","3,091,790","75,468",0,0,0,0,"9,264","8,072","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,1,"1,684",742,"40,416",742,0,0,0,0,8,688,896,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,2,"13,176",565,"304,770",565,0,0,0,0,254,351,504,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,3,"13,914",857,"249,223",857,0,0,0,0,"1,136",466,"1,588",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,4,"22,512",929,"321,388",929,0,0,0,0,"1,832",461,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,5,"28,239",862,"410,220",862,0,0,0,0,"2,691",603,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,6,"40,977",993,"635,779",993,0,0,0,0,"2,776",593,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,7,"41,381","1,016","539,324","1,016",0,0,0,0,"3,014",744,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,8,"36,839","1,157","530,506","1,157",0,0,0,0,"3,254",793,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,9,"37,121","1,575","620,060","1,575",0,0,0,0,"3,632",947,"8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,10,"35,612","1,086","604,112","1,086",0,0,0,0,"2,965",804,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,11,"30,330","1,314","458,213","1,314",0,0,0,0,"2,255",908,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,12,"17,467","1,002","194,476","1,002",0,0,0,0,712,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,1,"16,968","1,052","198,548","1,052",0,0,0,0,465,715,896,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,2,"21,175",894,"251,038",894,0,0,0,0,"1,210",363,504,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,3,"25,048",678,"270,316",678,0,0,0,0,"2,102",472,"1,588",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,4,"30,769","1,068","412,766","1,068",0,0,0,0,"2,668",630,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,5,"23,636","1,103","305,441","1,103",0,0,0,0,"2,670",690,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,6,"30,138","1,075","411,425","1,075",0,0,0,0,"4,070",675,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,7,"37,853","1,553","549,225","1,553",0,0,0,0,"3,909",967,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,8,"33,844","1,174","495,092","1,174",0,0,0,0,"3,700",860,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,9,"31,120","1,721","528,064","1,721",0,0,0,0,"2,852","1,076","8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,10,"27,647","1,381","576,076","1,381",0,0,0,0,"2,671",934,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,11,"27,468","1,626","425,680","1,626",0,0,0,0,"1,389",954,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,12,"17,579",867,"201,317",867,0,0,0,0,504,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2022,"323,245","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077"
Congaree NP,CONG,National Park,Southeast ,SC,2020,1,"9,672",0,"41,175",0,0,0,0,0,8,0,600,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,2,"10,220",0,"42,301",0,0,0,0,0,1,0,581,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,3,"10,790",0,"39,169",0,0,0,0,0,10,0,330,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,4,0,0,0,0,0,0,0,0,0,0,0,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,5,140,0,419,0,0,0,0,0,0,0,0,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,6,"4,278",0,"13,475",0,0,0,0,0,32,0,0,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,7,"12,127",0,"38,360",0,0,0,0,0,99,0,0,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,8,"9,554",0,"32,403",0,0,0,0,0,108,0,79,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,9,"11,375",0,"48,925",0,0,0,0,0,94,0,646,Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,10,"19,039",0,"85,698",0,0,0,0,0,176,0,"1,253",Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,11,"17,473",0,"75,798",0,0,0,0,0,152,0,"1,017",Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2020,12,"14,638",0,"67,113",0,0,0,0,0,44,0,"1,116",Congaree NP,CONG,National Park,Southeast ,SC,2020,"119,306",0,"484,836",0,0,0,0,0,724,0,"5,622"
Congaree NP,CONG,National Park,Southeast ,SC,2021,1,"14,159",0,"59,218",0,0,0,0,0,82,0,755,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,2,"14,064",0,"60,233",0,0,0,0,0,70,0,832,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,3,"22,219",0,"101,896",0,0,0,0,0,191,0,"1,571",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,4,"20,036",0,"85,949",0,0,0,0,0,179,0,"1,113",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,5,"24,978",0,"102,613",0,0,0,0,0,267,0,"1,117",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,6,"18,298",0,"85,535",0,0,0,0,0,152,0,"1,380",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,7,"16,936",0,"72,709",0,0,0,0,0,80,0,"1,015",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,8,"12,334",0,"48,283",0,0,0,0,0,38,0,526,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,9,"17,309",0,"68,047",0,0,0,0,0,75,0,731,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,10,"19,682",0,"94,707",0,0,0,0,0,123,0,"1,660",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,11,"17,860",0,"85,000",0,0,0,0,0,88,0,"1,483",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,12,"17,306",0,"70,959",0,0,0,0,0,71,0,881,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2022,1,"11,149",0,"48,928",0,0,0,0,0,110,0,664,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,2,"16,124",0,"68,592",0,0,0,0,0,89,0,922,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,3,"24,310",0,"111,830",0,0,0,0,0,181,0,"1,764",Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,4,"25,618",0,"117,514",0,0,0,0,0,87,0,"1,946",Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,5,"24,164",0,"100,012",0,0,0,"1,116",0,70,0,190,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,6,"18,903",0,"92,429",0,0,0,"1,323",0,44,0,419,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,7,"12,054",0,"50,503",0,0,0,551,0,6,0,160,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,8,"11,645",0,"42,176",0,0,0,277,0,49,0,36,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,9,"14,119",0,"60,978",0,0,0,539,0,21,0,371,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,10,"16,994",0,"78,381",0,0,0,818,0,31,0,521,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,11,"15,765",0,"76,954",0,0,0,932,0,95,0,456,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Congaree NP,CONG,National Park,Southeast ,SC,2022,12,"13,677",0,"56,971",0,0,0,499,0,22,0,276,Congaree NP,CONG,National Park,Southeast ,SC,2022,"204,522",0,"905,268",0,0,0,"6,055",0,805,0,"7,725"
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,1,"3,492","2,100","13,181","2,100",0,0,0,0,48,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,2,"3,351","2,400","14,650","2,400",0,0,0,0,146,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,3,"5,304","2,800","21,644","2,800",0,0,0,0,154,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,4,686,"4,800","2,462","4,800",0,0,0,0,3,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,5,814,"4,900","2,848","4,900",0,0,0,0,0,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,6,"59,731","6,100","266,227","6,100","2,683",308,0,0,404,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,7,"209,678","6,500","974,413","6,500","7,560","5,143",0,0,836,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,8,"222,368","3,900","1,026,295","3,900","7,148","5,936",0,0,746,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,9,"59,093","4,800","409,821","4,800","4,446","6,271",0,0,322,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,10,"61,613","3,300","262,189","3,300","2,654",0,0,0,204,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,11,"18,270","3,700","64,945","3,700",0,0,0,0,50,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,12,"26,100","4,300","95,790","4,300",0,0,0,0,222,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2020,"670,500","49,600","3,154,465","24,800","24,491","17,658",0,0,"3,135",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,1,"8,026","2,100","30,492","2,100",0,0,0,0,120,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,2,"7,803","2,400","30,369","2,400",0,0,0,0,153,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,3,"15,312","2,800","60,832","2,800",0,0,0,0,362,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,4,"25,680","4,800","97,720","4,800",0,0,0,0,392,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,5,"56,746","4,900","242,166","4,900","2,581",0,0,0,113,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,6,"95,155","6,100","557,835","6,100","9,317","3,493",0,0,293,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,7,"194,712","6,500","930,584","6,500","7,667","5,896",0,0,425,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,8,"106,379","3,900","608,010","3,900","7,259","5,777",0,0,200,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,9,"64,152","4,800","463,628","4,800","7,781","5,634",0,0,96,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,10,"47,196","3,300","191,322","3,300","1,571",0,0,0,50,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,11,"19,410","3,700","68,454","3,700",0,0,0,0,26,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,12,"7,180","4,300","26,111","4,300",0,0,0,0,49,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,1,"6,752","2,100","25,213","2,100",0,0,0,0,79,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,2,"9,213","2,400","34,655","2,400",0,0,0,0,114,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,3,"11,933","2,800","47,830","2,800",0,0,0,0,295,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,4,"14,779","4,800","53,647","4,800",0,0,0,0,96,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,5,"31,822","4,900","149,196","4,900","2,315",0,0,0,39,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,6,"70,975","6,100","345,101","6,100","5,958",0,0,0,68,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,7,"139,513","6,500","770,847","6,500","7,227","8,006",0,0,340,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,8,"107,351","3,900","660,178","3,900","6,883","8,450",0,0,266,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,9,"78,967","4,800","557,353","4,800","7,393","7,928",0,0,206,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,10,"39,989","3,300","163,129","3,300","1,378",0,0,0,56,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,11,"10,481","3,700","36,782","3,700",0,0,0,0,5,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2022,"527,259","49,600","2,863,605","24,800","31,154","24,384",0,0,"1,588",0,0
